movieId,title,genres,poster
102,Mr. Wrong (1996),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/102.jpg
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/103.jpg
104,Happy Gilmore (1996),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/104.jpg
105,"Bridges of Madison County, The (1995)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/105.jpg
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/106.jpg
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/107.jpg
108,Catwalk (1996),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/108.jpg
110,Braveheart (1995),Action|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/110.jpg
111,Taxi Driver (1976),Crime|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/111.jpg
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/112.jpg
113,Before and After (1996),Drama|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/113.jpg
116,Anne Frank Remembered (1995),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/116.jpg
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/117.jpg
118,If Lucy Fell (1996),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/118.jpg
119,"Steal Big, Steal Little (1995)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/119.jpg
121,"Boys of St. Vincent, The (1992)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/121.jpg
122,Boomerang (1992),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/122.jpg
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/123.jpg
125,Flirting With Disaster (1996),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/125.jpg
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/126.jpg
128,Jupiter's Wife (1994),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/128.jpg
129,Pie in the Sky (1996),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/129.jpg
132,Jade (1995),Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/132.jpg
135,Down Periscope (1996),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/135.jpg
137,Man of the Year (1995),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/137.jpg
140,Up Close and Personal (1996),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/140.jpg
141,"Birdcage, The (1996)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/141.jpg
144,"Brothers McMullen, The (1995)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/144.jpg
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/145.jpg
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/146.jpg
147,"Basketball Diaries, The (1995)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/147.jpg
148,"Awfully Big Adventure, An (1995)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/148.jpg
149,Amateur (1994),Crime|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/149.jpg
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://storage.googleapis.com/movielens-posters/MLP-20M/150.jpg
151,Rob Roy (1995),Action|Drama|Romance|War,https://storage.googleapis.com/movielens-posters/MLP-20M/151.jpg
152,"Addiction, The (1995)",Drama|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/152.jpg
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/153.jpg
154,Beauty of the Day (Belle de jour) (1967),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/154.jpg
155,Beyond Rangoon (1995),Adventure|Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/155.jpg
156,Blue in the Face (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/156.jpg
157,Canadian Bacon (1995),Comedy|War,https://storage.googleapis.com/movielens-posters/MLP-20M/157.jpg
158,Casper (1995),Adventure|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/158.jpg
159,Clockers (1995),Crime|Drama|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/159.jpg
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/160.jpg
161,Crimson Tide (1995),Drama|Thriller|War,https://storage.googleapis.com/movielens-posters/MLP-20M/161.jpg
162,Crumb (1994),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/162.jpg
163,Desperado (1995),Action|Romance|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/163.jpg
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/164.jpg
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/165.jpg
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/166.jpg
168,First Knight (1995),Action|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/168.jpg
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/169.jpg
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/170.jpg
171,Jeffrey (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/171.jpg
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/172.jpg
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/173.jpg
174,Jury Duty (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/174.jpg
175,Kids (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/175.jpg
176,Living in Oblivion (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/176.jpg
177,Lord of Illusions (1995),Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/177.jpg
178,Love & Human Remains (1993),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/178.jpg
179,Mad Love (1995),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/179.jpg
180,Mallrats (1995),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/180.jpg
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/181.jpg
183,Mute Witness (1994),Comedy|Horror|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/183.jpg
184,Nadja (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/184.jpg
185,"Net, The (1995)",Action|Crime|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/185.jpg
186,Nine Months (1995),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/186.jpg
187,Party Girl (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/187.jpg
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/188.jpg
189,Reckless (1995),Comedy|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/189.jpg
190,Safe (1995),Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/190.jpg
191,"Scarlet Letter, The (1995)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/191.jpg
193,Showgirls (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/193.jpg
194,Smoke (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/194.jpg
195,Something to Talk About (1995),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/195.jpg
196,Species (1995),Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/196.jpg
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/198.jpg
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/199.jpg
201,Three Wishes (1995),Drama|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/201.jpg
202,Total Eclipse (1995),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/202.jpg
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/203.jpg
204,Under Siege 2: Dark Territory (1995),Action,https://storage.googleapis.com/movielens-posters/MLP-20M/204.jpg
205,Unstrung Heroes (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/205.jpg
206,Unzipped (1995),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/206.jpg
207,"Walk in the Clouds, A (1995)",Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/207.jpg
208,Waterworld (1995),Action|Adventure|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/208.jpg
209,White Man's Burden (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/209.jpg
210,Wild Bill (1995),Western,https://storage.googleapis.com/movielens-posters/MLP-20M/210.jpg
211,"Browning Version, The (1994)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/211.jpg
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,https://storage.googleapis.com/movielens-posters/MLP-20M/212.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/213.jpg
214,Before the Rain (Pred dozhdot) (1994),Drama|War,https://storage.googleapis.com/movielens-posters/MLP-20M/214.jpg
215,Before Sunrise (1995),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/215.jpg
216,Billy Madison (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/216.jpg
217,"Babysitter, The (1995)",Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/217.jpg
218,Boys on the Side (1995),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/218.jpg
219,"Cure, The (1995)",Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/219.jpg
220,Castle Freak (1995),Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/220.jpg
222,Circle of Friends (1995),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/222.jpg
223,Clerks (1994),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/223.jpg
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/224.jpg
225,Disclosure (1994),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/225.jpg
227,Drop Zone (1994),Action|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/227.jpg
228,Destiny Turns on the Radio (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/228.jpg
229,Death and the Maiden (1994),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/229.jpg
230,Dolores Claiborne (1995),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/230.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/231.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/232.jpg
233,Exotica (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/233.jpg
234,Exit to Eden (1994),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/234.jpg
235,Ed Wood (1994),Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/235.jpg
236,French Kiss (1995),Action|Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/236.jpg
237,Forget Paris (1995),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/237.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,https://storage.googleapis.com/movielens-posters/MLP-20M/238.jpg
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/239.jpg
240,Hideaway (1995),Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/240.jpg
241,Fluke (1995),Children|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/241.jpg
242,Farinelli: il castrato (1994),Drama|Musical,https://storage.googleapis.com/movielens-posters/MLP-20M/242.jpg
243,Gordy (1995),Children|Comedy|Fantasy,https://storage.googleapis.com/movielens-posters/MLP-20M/243.jpg
246,Hoop Dreams (1994),Documentary,https://storage.googleapis.com/movielens-posters/MLP-20M/246.jpg
247,Heavenly Creatures (1994),Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/247.jpg
248,Houseguest (1994),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/248.jpg
249,Immortal Beloved (1994),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/249.jpg
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/250.jpg
251,"Hunted, The (1995)",Action,https://storage.googleapis.com/movielens-posters/MLP-20M/251.jpg
252,I.Q. (1994),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/252.jpg
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/253.jpg
254,Jefferson in Paris (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/254.jpg
255,"Jerky Boys, The (1995)",Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/255.jpg
256,Junior (1994),Comedy|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/256.jpg
257,Just Cause (1995),Mystery|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/257.jpg
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/258.jpg
259,Kiss of Death (1995),Crime|Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/259.jpg
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/260.jpg
261,Little Women (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/261.jpg
262,"Little Princess, A (1995)",Children|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/262.jpg
263,Ladybird Ladybird (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/263.jpg
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/265.jpg
266,Legends of the Fall (1994),Drama|Romance|War|Western,https://storage.googleapis.com/movielens-posters/MLP-20M/266.jpg
267,Major Payne (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/267.jpg
269,My Crazy Life (Mi vida loca) (1993),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/269.jpg
270,Love Affair (1994),Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/270.jpg
271,Losing Isaiah (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/271.jpg
272,"Madness of King George, The (1994)",Comedy|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/272.jpg
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,https://storage.googleapis.com/movielens-posters/MLP-20M/273.jpg
274,Man of the House (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/274.jpg
275,Mixed Nuts (1994),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/275.jpg
276,Milk Money (1994),Comedy|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/276.jpg
277,Miracle on 34th Street (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/277.jpg
278,Miami Rhapsody (1995),Comedy,https://storage.googleapis.com/movielens-posters/MLP-20M/278.jpg
279,My Family (1995),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/279.jpg
280,Murder in the First (1995),Drama|Thriller,https://storage.googleapis.com/movielens-posters/MLP-20M/280.jpg
281,Nobody's Fool (1994),Comedy|Drama|Romance,https://storage.googleapis.com/movielens-posters/MLP-20M/281.jpg
282,Nell (1994),Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/282.jpg
283,New Jersey Drive (1995),Crime|Drama,https://storage.googleapis.com/movielens-posters/MLP-20M/283.jpg
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,https://storage.googleapis.com/movielens-posters/MLP-20M/284.jpg
285,Beyond Bedlam (1993),Drama|Horror,https://storage.googleapis.com/movielens-posters/MLP-20M/285.jpg
